577.0	633.0
793.0	921.0
5761.0	5825.0
10205.0	10285.0
11601.0	11661.0
13709.0	13849.0
15605.0	15669.0
15809.0	15873.0
18953.0	19013.0
19329.0	19381.0
20277.0	20465.0
22473.0	22637.0
30505.0	30609.0
32085.0	32241.0
34053.0	34229.0
36625.0	36749.0
38301.0	38445.0
42377.0	42645.0
43745.0	44013.0
45945.0	46017.0
47893.0	47945.0
49737.0	49833.0
52225.0	52401.0
56721.0	56989.0
60621.0	60677.0
62129.0	62209.0
65073.0	65205.0
65989.0	66077.0
67581.0	67637.0
68813.0	68941.0
70337.0	70441.0
73373.0	73565.0
74161.0	74365.0
76985.0	77189.0
78001.0	78097.0
78237.0	78365.0
80505.0	80677.0
83629.0	83693.0
83809.0	83865.0
86017.0	86181.0
87273.0	87473.0
88033.0	88205.0
89889.0	90009.0
93781.0	94109.0
98161.0	98413.0
99341.0	99441.0
101117.0	101245.0
103441.0	103593.0
104713.0	104865.0
106893.0	107049.0
111189.0	111349.0
114225.0	114285.0
114393.0	114545.0
116005.0	116165.0
117313.0	117465.0
121797.0	121949.0
123709.0	123797.0
125177.0	125321.0
125441.0	125561.0
126469.0	126677.0
130045.0	130125.0
130533.0	130853.0
132033.0	132089.0
132801.0	132917.0
133029.0	133269.0
134745.0	134957.0
135597.0	135697.0
137929.0	138053.0
141885.0	141945.0
145577.0	145717.0
148017.0	148145.0
149161.0	149297.0
155653.0	155717.0
155969.0	156285.0
158789.0	158893.0
159345.0	159501.0
163301.0	163357.0
164053.0	164229.0
167337.0	167401.0
167585.0	167677.0
169645.0	169777.0
172209.0	172421.0
174121.0	174177.0
174645.0	174805.0
176449.0	176613.0
183081.0	183141.0
183345.0	183397.0
184765.0	184849.0
190653.0	190869.0
192657.0	192721.0
198549.0	198625.0
199785.0	199937.0
211177.0	211353.0
212085.0	212229.0
212485.0	212629.0
212877.0	213045.0
215785.0	215937.0
217197.0	217549.0
219477.0	219549.0
221301.0	221373.0
221833.0	222233.0
223809.0	223997.0
227105.0	227173.0
228925.0	229085.0
229577.0	229845.0
232377.0	232541.0
233985.0	234049.0
234221.0	234273.0
234449.0	234681.0
238749.0	238805.0
239625.0	239717.0
239953.0	240037.0
241213.0	241361.0
242117.0	242237.0
245633.0	245805.0
248037.0	248133.0
248429.0	248509.0
251321.0	251493.0
253789.0	253865.0
255181.0	255297.0
255817.0	255869.0
258657.0	258829.0
264177.0	264433.0
267585.0	267657.0
271997.0	272097.0
272233.0	272345.0
274929.0	275001.0
276669.0	276761.0
281925.0	282101.0
283241.0	283365.0
285225.0	285301.0
286757.0	286989.0
289521.0	289573.0
289681.0	289817.0
292581.0	292729.0
294873.0	294949.0
301041.0	301141.0
301301.0	301361.0
302249.0	302333.0
302789.0	302861.0
304849.0	305061.0
307833.0	308361.0
310193.0	310437.0
312513.0	312589.0
314177.0	314257.0
315065.0	315141.0
315261.0	315333.0
316469.0	316565.0
316877.0	316957.0
320113.0	320165.0
320321.0	320405.0
321513.0	321581.0
321709.0	321881.0
322057.0	322197.0
323705.0	323885.0
326245.0	326397.0
329473.0	329525.0
329669.0	329781.0
330529.0	330685.0
334469.0	334521.0
334721.0	334781.0
337321.0	337445.0
340237.0	340429.0
341253.0	341581.0
344233.0	344309.0
345105.0	345161.0
345477.0	345577.0
351093.0	351157.0
351289.0	351357.0
352633.0	352749.0
358193.0	358381.0
359681.0	359797.0
